460000000	467380000	nmhh	Műholdas Föld-kutatás (űr-Föld irány), a műholdas meteorológia kivételével				
460000000	467380000	nmhh	H105		A nem meteorológiai célú műholdas Föld-kutatás alkalmazásai.		
460000000	467380000	nmhh	Műholdas meteorológia (űr-Föld irány)				
460000000	467380000	nmhh	H63		Műholdas meteorológiai rendszerek.		
467380000	470000000	nmhh	FÖLDI MOZGÓ				
467380000	470000000	nmhh	H102	K	Egy- és kétfrekvenciás, analóg, PMR típusú földi mozgó rádiótelefon rendszerek a457,38-458,48/467,38-468,48 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációs dokumentumT/R 25-08MSZ EN 300 086-2;MSZ EN 300 113-2MSZ EN 300 219-2;MSZ EN 300 296-2MSZ EN 300 341-2;MSZ EN 300 390-2	2. melléklet I. fejezet 1. pont2. melléklet I. fejezet 8. pontA frekvenciák használatával a már kijelölt vasúti állomásoknak(H102) káros zavarás nem okozható.
467380000	470000000	nmhh	H102		Analóg, PMR típusú, vasúti (UIC) földi mozgó rádiótelefon rendszerek a 457,38-458,48/467,38-468,48 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációs dokumentumUIC 751-3 ORI (4. kiadás) T/R 22-01MSZ EN 300 086-2	2. melléklet I. fejezet 1. pontA 457,5875-458,1125/467,5875-468,1125 MHz sáv felhasználásakor a CEPT T/R 22-01 Ajánlást is figyelembe kell venni.A frekvenciák használatával a már kijelölt PMR rendszerekállomásainak (H102) káros zavarás nem okozható.
467380000	470000000	nmhh	H104		Analóg, PMR típusú földi mozgó rádiótelefon rendszerek a468,48-468,5625 MHz sávban.	Két- és többoldalú nemzetközi koordinációs dokumentumT/R 25-08MSZ EN 300 086-2;MSZ EN 300 113-2MSZ EN 300 219-2;MSZ EN 300 296-2MSZ EN 300 341-2;MSZ EN 300 390-2	2. melléklet I. fejezet 1. pont2. melléklet I. fejezet 8. pontFrekvenciákat csak közös használatra lehet kijelölni.ERPmax = 2 W
467380000	470000000	nmhh	H104		Bázisállomással üzemelő, analóg rádiós személyhívó rendszerek a 468,48-468,5625 MHz sávban.	Két- és többoldalú nemzetközi koordinációs dokumentumT/R 25-08ECC/REC/(02)01;MSZ EN 300 224-2	2. melléklet I. fejezet 1. pont2. melléklet I. fejezet 8. pontFrekvenciákat csak közös használatra lehet kijelölni.ERPmax = 2 W bázisállomás esetén.ERPmax = 50 mW hordozható válaszadók esetén.
467380000	470000000	nmhh	H104A		Kétfrekvenciás, átjátszóállomással üzemelő, analóg, PMRtípusú földi mozgó rádiótelefon rendszerek a458,5625-460/468,5625-470 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációs dokumentumT/R 25-08MSZ EN 300 086-2;MSZ EN 300 113-2MSZ EN 300 219-2;MSZ EN 300 296-2MSZ EN 300 341-2;MSZ EN 300 390-2	2. melléklet I. fejezet 1. pontAz alkalmazható legnagyobb csatornaosztás 12,5 kHz.A vivőfrekvenciák helyét a CEPT T/R 25-08 (2005) Ajánlás 2.1.1. pontjában meghatározott összefüggés szerint kell meghatározni.
467380000	470000000	nmhh	Műholdas Föld-kutatás (űr-Föld irány), a műholdas meteorológia kivételével				
467380000	470000000	nmhh	H105		A nem meteorológiai célú műholdas Föld-kutatás alkalmazásai.		
467380000	470000000	nmhh	Műholdas meteorológia (űr-Föld irány)		Műholdas meteorológiai rendszerek.		
467380000	470000000	nmhh	H63				
467380000	470000000	nmhh					
470000000	608000000	nmhh	MŰSORSZÓRÁS				
470000000	608000000	nmhh	H80	K	Földfelszíni digitális műsorszórás.	2006. évi Genfi Körzeti Megállapodás ITU-R BT. 419-3, BT.1368-8 AjánlásT/R 51-01MSZ EN 300 744,MSZ EN 302 296	
470000000	608000000	nmhh	H80A		Földfelszíni analóg televízió-műsorszórás a 478-608 MHz sávban.	2006. évi Genfi Körzeti Megállapodás ITU-R BT.417-5, BT.419-3, BT.470-7,BT.655-7, BT.1368-8, SM.851-1 AjánlásT/R 51-01MSZ EN 302 297,MSZ 17203	K- és G-rendszerű analóg tv-adóállomások működnek.Új frekvenciakijelölés csak G-rendszerű adóberendezések részéreadható ki, kivéve az átjátszóberendezéseket. NICAM kéthangvivős adás engedélyezett.
470000000	608000000	nmhh	Állandóhelyű				
470000000	608000000	nmhh	H110		Televízióhíranyag-átvitel.	ITU-R SM.329-11,SM.1045-1, SM.1138-2 Ajánlás	Szerkesztetlen műsorátvitelnél kódolási technikát kell alkalmazni.ERPmax = 10 W
470000000	608000000	nmhh	H110		Rádióhíranyag-átvitel.	ITU-R SM.329-11, SM.1045-1, SM.1138-2AjánlásMSZ EN 300 454-2	
470000000	608000000	nmhh	H29		Rádiómikrofonok (SRD).	ERC/REC 70-03 10. mellékleteMSZ EN 300 422-2	Egyedi engedélyezési kötelezettség alól mentesítve.
608000000	614000000	nmhh	MŰSORSZÓRÁS				
608000000	614000000	nmhh	H80	K	Földfelszíni digitális műsorszórás.	2006. évi Genfi Körzeti Megállapodás ITU-R BT.419-3, BT.1368-8 AjánlásT/R 51-01MSZ EN 300 744,MSZ EN 302 296	
608000000	614000000	nmhh	H80A		Földfelszíni analóg televízió-műsorszórás.	2006. évi Genfi Körzeti Megállapodás ITU-R BT.417-5, BT.419-3, BT.470-7,BT.655-7, BT.1368-8, SM.851-1 AjánlásT/R 51-01MSZ EN 302 297,MSZ 17203	K- és G-rendszerű analóg tv-adóállomások működnek.Új frekvenciakijelölés csak G-rendszerű adóberendezések részéreadható ki, kivéve az átjátszóberendezéseket. NICAM kéthangvivős adás engedélyezett.
608000000	614000000	nmhh	Állandóhelyű				
608000000	614000000	nmhh	H110		Televízióhíranyag-átvitel.	ITU-R SM.329-11,SM.1045-1, SM.1138-2 Ajánlás	Szerkesztetlen műsorátvitelnél kódolási technikát kell alkalmazni. ERPmax = 10 W
608000000	614000000	nmhh	H110		Rádióhíranyag-átvitel.	ITU-R SM.329-11,SM.1045-1, SM.1138-2AjánlásMSZ EN 300 454-2	
608000000	614000000	nmhh	Rádiócsillagászat				
608000000	614000000	nmhh	H41		A rádiócsillagászat alkalmazásai.		
608000000	614000000	nmhh	H29		Rádiómikrofonok (SRD).	ERC/REC 70-03 10. mellékleteMSZ EN 300 422-2	Egyedi engedélyezési kötelezettség alól mentesítve.
614000000	645000000	nmhh	MŰSORSZÓRÁS				
614000000	645000000	nmhh	H80	K	Földfelszíni digitális műsorszórás.	2006. évi Genfi Körzeti Megállapodás ITU-R BT.419-3, BT.1368-8 AjánlásT/R 51-01MSZ EN 300 744,MSZ EN 302 296	
614000000	645000000	nmhh	H80A		Földfelszíni analóg televízió-műsorszórás.	2006. évi Genfi Körzeti Megállapodás ITU-R BT.417-5, BT.419-3, BT.470-7,BT.655-7, BT.1368-8, SM.851-1 AjánlásT/R 51-01MSZ EN 302 297,MSZ 17203	K- és G-rendszerű analóg tv-adóállomások működnek.Új frekvenciakijelölés csak G-rendszerű adóberendezések részéreadható ki, kivéve az átjátszóberendezéseket. NICAM kéthangvivős adás engedélyezett.
614000000	645000000	nmhh	Állandóhelyű				
614000000	645000000	nmhh	H110		Televízióhíranyag-átvitel.	ITU-R SM.329-11, SM.1045-1, SM.1138-2 Ajánlás	Szerkesztetlen műsorátvitelnél kódolási technikát kell alkalmazni. ERPmax = 10 W
614000000	645000000	nmhh	H110		Rádióhíranyag-átvitel.	ITU-R SM.329-11, SM.1045-1, SM.1138-2AjánlásMSZ EN 300 454-2	
614000000	645000000	nmhh	H29		Rádiómikrofonok (SRD).	ERC/REC 70-03 10. mellékleteMSZ EN 300 422-2	Egyedi engedélyezési kötelezettség alól mentesítve.
645000000	790000000	nmhh	MŰSORSZÓRÁS				
645000000	790000000	nmhh	H80	K	Földfelszíni digitális műsorszórás.	2006. évi Genfi Körzeti Megállapodás ITU-R BT.419-3, BT.1368-8 AjánlásT/R 51-01MSZ EN 300 744,MSZ EN 302 296	
645000000	790000000	nmhh	H80A		Földfelszíni analóg televízió-műsorszórás.	2006. évi Genfi Körzeti Megállapodás ITU-R BT.417-5, BT.419-3, BT.470-7,BT.655-7, BT.1368-8, SM.851-1 AjánlásT/R 51-01MSZ EN 302 297,MSZ 17203	K- és G-rendszerű analóg tv-adóállomások működnek.Új frekvenciakijelölés csak G-rendszerű adóberendezések részéreadható ki, kivéve az átjátszóberendezéseket. NICAM kéthangvivős adás engedélyezett.
645000000	790000000	nmhh	Állandóhelyű				
645000000	790000000	nmhh	H110		Televízióhíranyag-átvitel.	ITU-R SM.329-11,SM.1045-1, SM.1138-2 Ajánlás	Szerkesztetlen műsorátvitelnél kódolási technikát kell alkalmazni. ERPmax = 10 W
645000000	790000000	nmhh	H110		Rádióhíranyag-átvitel.	ITU-R SM.329-11,SM.1045-1, SM.1138-2AjánlásMSZ EN 300 454-2	
645000000	790000000	nmhh	H29		Rádiómikrofonok (SRD) a 645-786 MHz sávban.	ERC/REC 70-03 10. mellékleteMSZ EN 300 422-2	Egyedi engedélyezési kötelezettség alól mentesítve.
645000000	790000000	nmhh	H29		Műsorgyártás és különleges események (PMSE)alkalmazásai, beleértve a rádiómikrofonokat is (SRD) a786-789 MHz sávban.	ERC/REC 70-03 10. melléklete ECC/DEC/(09)03 3. melléklet 3.1. pont MSZ EN 300 422-2	Egyedi engedélyezési kötelezettség alól mentesítve.Az ERC/REC 70-03 10. melléklet előírásait nem teljesítő, legfeljebb 50 mW ERP-vel működő eszközök 2013. december 31-ig tarthatók üzemben.
645000000	790000000	nmhh	H29		Rádiómikrofonok (SRD) a 789-790 MHz sávban.	MSZ EN 300 422-2	ERPmax = 50 mWEgyedi engedélyezési kötelezettség alól mentesítve.
790000000	830000000	nmhh	ÁLLANDÓHELYŰMOZGÓ, a légi mozgó kivételével				
790000000	830000000	nmhh	H110B	K	Elektronikus hírközlési szolgáltatások nyújtására alkalmas földfelszíni rendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentum2010/267/EUECC/DEC/(09)03; ECC/DEC/(12)01	2. melléklet I. fejezet 8b. pont2. melléklet I. fejezet 12. pontA sáv csak szolgáltatás céljára használható.A frekvenciaelosztás módja: versenyeztetési eljárás.A végfelhasználói állomás egyedi engedélyezési kötelezettség alól mentesítve.Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.A frekvenciahasználati jogosultság, jog másodlagos kereskedelmemegengedett (7. melléklet).
790000000	830000000	nmhh			IMT		
790000000	830000000	nmhh			UMTS	MSZ EN 301 908-1; MSZ EN 301 908-2MSZ EN 301 908-3; MSZ EN 301 908-11	
790000000	830000000	nmhh			LTE	MSZ EN 301 908-1; MSZ EN 301 908-13MSZ EN 301 908-14; MSZ EN 301 908-15	
790000000	830000000	nmhh	MŰSORSZÓRÁS				
790000000	830000000	nmhh	H80		Földfelszíni digitális műsorszórás.	2006. évi Genfi Körzeti Megállapodás ITU-R BT.419-3, BT.1368-8 Ajánlás T/R 51-01MSZ EN 300 744, MSZ EN 302 296	
790000000	830000000	nmhh	H80A		Földfelszíni analóg televízió-műsorszórás.	2006. évi Genfi Körzeti MegállapodásITU-R BT.417-5, BT.419-3, BT.470-7, BT.655-7, BT.1368-8, SM.851-1 Ajánlás T/R 51-01MSZ EN 302 297, MSZ 17203	G-rendszerű tv-adás.NICAM kéthangvivős adás engedélyezett.
790000000	830000000	nmhh	Állandóhelyű				
790000000	830000000	nmhh	H110		Televízióhíranyag-átvitel a 790-798 MHz és a 814-830 MHz sávban.	ITU-R SM.329-11, SM.1045-1, SM.1138-2 Ajánlás	Szerkesztetlen műsorátvitelnél kódolási technikát kell alkalmazni.ERPmax = 10 W
790000000	830000000	nmhh	H110		Rádióhíranyag-átvitel a 790-798 MHz és a 814-830 MHz sávban.	ITU-R SM.329-11, SM.1045-1, SM.1138-2 Ajánlás MSZ EN 300 454-2	
790000000	830000000	nmhh	H29		Rádiómikrofonok (SRD) a 790-823 MHz sávban.	MSZ EN 300 422-2	ERPmax = 50 mWEgyedi engedélyezési kötelezettség alól mentesítve.
790000000	830000000	nmhh	H29		Műsorgyártás és különleges események (PMSE) alkalmazásai, beleértve a rádiómikrofonokat is (SRD) a 823-830 MHz sávban.	ERC/REC 70-03 10. melléklete ECC/DEC/(09)03 3. melléklet 3.1. pont MSZ EN 300 422-2	Egyedi engedélyezési kötelezettség alól mentesítve.
830000000	846000000	nmhh	ÁLLANDÓHELYŰMOZGÓ, a légi mozgó kivételével				
830000000	846000000	nmhh	H110B	K	Elektronikus hírközlési szolgáltatások nyújtására alkalmas földfelszíni rendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentum2010/267/EUECC/DEC/(09)03; ECC/DEC/(12)01	2. melléklet I. fejezet 8b. pont2. melléklet I. fejezet 12. pontA sáv csak szolgáltatás céljára használható.A frekvenciaelosztás módja: versenyeztetési eljárás.A végfelhasználói állomás egyedi engedélyezési kötelezettség alól mentesítve.Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.A frekvenciahasználati jogosultság, jog másodlagos kereskedelmemegengedett (7. melléklet).
830000000	846000000	nmhh			IMT		
830000000	846000000	nmhh			UMTS	MSZ EN 301 908-1; MSZ EN 301 908-2MSZ EN 301 908-3; MSZ EN 301 908-11	
830000000	846000000	nmhh			LTE	MSZ EN 301 908-1; MSZ EN 301 908-13MSZ EN 301 908-14; MSZ EN 301 908-15	
830000000	846000000	nmhh	MŰSORSZÓRÁS				
830000000	846000000	nmhh	H80		Földfelszíni digitális műsorszórás.	2006. évi Genfi Körzeti Megállapodás ITU-R BT.419-3, BT.1368-8 Ajánlás T/R 51-01MSZ EN 300 744, MSZ EN 302 296	
830000000	846000000	nmhh	H80A		Földfelszíni analóg televízió-műsorszórás.	2006. évi Genfi Körzeti MegállapodásITU-R BT.417-5, BT.419-3, BT.470-7, BT.655-7, BT.1368-8, SM.851-1 AjánlásT/R 51-01MSZ EN 302 297, MSZ 17203	G-rendszerű tv-adás.NICAM kéthangvivős adás engedélyezett.
830000000	846000000	nmhh	H29		Műsorgyártás és különleges események (PMSE) alkalmazásai, beleértve a rádiómikrofonokat is (SRD) a 830-832 MHz sávban.	ERC/REC 70-03 10. melléklete ECC/DEC/(09)03 3. melléklet 3.1. pont MSZ EN 300 422-2	Egyedi engedélyezési kötelezettség alól mentesítve.
830000000	846000000	nmhh	H29		Rádiómikrofonok (SRD) a 832-846 MHz sávban.	MSZ EN 300 422-2	ERPmax = 50 mWEgyedi engedélyezési kötelezettség alól mentesítve.
846000000	862000000	nmhh	ÁLLANDÓHELYŰMOZGÓ, a légi mozgó kivételével				
846000000	862000000	nmhh	H110B	K	Elektronikus hírközlési szolgáltatások nyújtására alkalmas földfelszíni rendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentum2010/267/EUECC/DEC/(09)03; ECC/DEC/(12)01	2. melléklet I. fejezet 8b. pont2. melléklet I. fejezet 12. pontA sáv csak szolgáltatás céljára használható.A frekvenciaelosztás módja: versenyeztetési eljárás.A végfelhasználói állomás egyedi engedélyezési kötelezettség alól mentesítve.Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.A frekvenciahasználati jogosultság, jog másodlagos kereskedelmemegengedett (7. melléklet).
846000000	862000000	nmhh			IMT		
846000000	862000000	nmhh			UMTS	MSZ EN 301 908-1; MSZ EN 301 908-2MSZ EN 301 908-3; MSZ EN 301 908-11	
846000000	862000000	nmhh			LTE	MSZ EN 301 908-1; MSZ EN 301 908-13MSZ EN 301 908-14; MSZ EN 301 908-15	
846000000	862000000	nmhh	MŰSORSZÓRÁS				
846000000	862000000	nmhh	H80		Földfelszíni digitális műsorszórás.	2006. évi Genfi Körzeti Megállapodás ITU-R BT.419-3, BT.1368-8 Ajánlás T/R 51-01MSZ EN 300 744, MSZ EN 302 296	
846000000	862000000	nmhh	H80A		Földfelszíni analóg televízió-műsorszórás.	2006. évi Genfi Körzeti MegállapodásITU-R BT.417-5, BT.419-3, BT.470-7, BT.655-7, BT.1368-8, SM.851-1 AjánlásT/R 51-01MSZ EN 302 297, MSZ 17203	G-rendszerű tv-adás.NICAM kéthangvivős adás engedélyezett.
846000000	862000000	nmhh	Állandóhelyű				
846000000	862000000	nmhh	H110		Televízióhíranyag-átvitel.	ITU-R SM.329-11, SM.1045-1, SM.1138-2Ajánlás	
846000000	862000000	nmhh	H110		Rádióhíranyag-átvitel.	ITU-R SM.329-11, SM.1045-1, SM.1138-2AjánlásMSZ EN 300 454-2	Szerkesztetlen műsorátvitelnél kódolási technikát kell alkalmazni.ERPmax = 10 W
846000000	862000000	nmhh	H29		Rádiómikrofonok (SRD).	MSZ EN 300 422-2	ERPmax = 50 mWEgyedi engedélyezési kötelezettség alól mentesítve.
862000000	864100000	nmhh	H29	K	Rádiómikrofonok (SRD) a 863-864,1 MHz sávban.	2006/771/EK; 2011/829/EUERC/REC 70-03 10. mellékleteMSZ EN 300 422-2;MSZ EN 301 357-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
862000000	864100000	nmhh	H29		Hallássérültek segédeszközei (SRD) a 863-864,1 MHz sávban.	ERC/REC 70-03 10. mellékleteMSZ EN 300 422-2;MSZ EN 301 357-2	Egyedi engedélyezési kötelezettség alól mentesítve.
862000000	864100000	nmhh	H38		Általános alkalmazású (távmérő, távirányító, riasztó,adatátviteli és hasonló célú) kis hatótávolságú eszközök (SRD) a 863-864,1 MHz sávban.	2006/771/EK; 2011/829/EU ERC/REC 70-03 1. mellékleteMSZ EN 300 220-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
862000000	864100000	nmhh	H61C		Vezetéknélküli hangfrekvenciás alkalmazások (SRD) a 863-864,1 MHz sávban.	2006/771/EK; 2011/829/EU ERC/REC 70-03 13. mellékleteMSZ EN 301 357-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
864100000	868000000	nmhh	H29	K	Rádiómikrofonok (SRD) a 864,1-865 MHz sávban.	2006/771/EK; 2011/829/EUERC/REC 70-03 10. mellékleteMSZ EN 300 422-2;MSZ EN 301 357-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal.Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
864100000	868000000	nmhh	H29		Hallássérültek segédeszközei (SRD) a 864,1-865 MHz sávban.	ERC/REC 70-03 10. mellékleteMSZ EN 300 422-2;MSZ EN 301 357-2	Egyedi engedélyezési kötelezettség alól mentesítve.
864100000	868000000	nmhh	H38		Általános alkalmazású (távmérő, távirányító, riasztó,adatátviteli és hasonló célú) kis hatótávolságú eszközök (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 1. mellékleteMSZ EN 300 220-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
864100000	868000000	nmhh	H61C		Vezetéknélküli hangfrekvenciás alkalmazások (SRD) a 864,1-865 MHz sávban.	2006/771/EK; 2011/829/EU ERC/REC 70-03 13. mellékleteMSZ EN 301 357-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
864100000	868000000	nmhh	H61C		Vezetéknélküli keskenysávú analóg beszédátviteli alkalmazások (SRD) a 864,8-865 MHz sávban.	ERC/REC 70-03 13. mellékleteMSZ EN 300 220-2	Egyedi engedélyezési kötelezettség alól mentesítve.
864100000	868000000	nmhh			Gyermekőrző eszközök.		
864100000	868000000	nmhh	H114A		Rádiófrekvenciás azonosító (RFID) alkalmazások (SRD) a 865-868 MHz sávban.	2006/804/EKERC/REC 70-03 11. mellékleteMSZ EN 302 208-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
868000000	869000000	nmhh	H38	K	Általános alkalmazású (távmérő, távirányító, riasztó,adatátviteli és hasonló célú) kis hatótávolságú eszközök (SRD) a 868-868,6 MHz sávban.	2006/771/EK; 2011/829/EUMSZ EN 300 220-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
868000000	869000000	nmhh	H78C		Riasztók (SRD) a 868,6-868,7 MHz sávban.	2006/771/EK; 2011/829/EU ERC/REC 70-03 7. mellékleteMSZ EN 300 220-2	
868000000	869000000	nmhh	H38		Általános alkalmazású (távmérő, távirányító, riasztó,adatátviteli és hasonló célú) kis hatótávolságú eszközök (SRD) a 868,7-869 MHz sávban.	2006/771/EK; 2011/829/EUMSZ EN 300 220-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
869000000	870000000	nmhh	H38	K	Általános alkalmazású (távmérő, távirányító, riasztó,adatátviteli és hasonló célú) kis hatótávolságú eszközök (SRD) a 869-869,2 MHz sávban.	2006/771/EK; 2011/829/EUMSZ EN 300 220-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
869000000	870000000	nmhh	H78C		Szociális segélykérő rendszerek (SRD) a 869,2-869,25 MHz sávban.	2006/771/EK; 2011/829/EU ERC/REC 70-03 7. mellékleteMSZ EN 300 220-2	
869000000	870000000	nmhh	H78C		Riasztók (SRD) a 869,25-869,4 MHz sávban.	2006/771/EK; 2011/829/EU ERC/REC 70-03 7. mellékleteMSZ EN 300 220-2	
869000000	870000000	nmhh	H38		Általános alkalmazású (távmérő, távirányító, riasztó,adatátviteli és hasonló célú) kis hatótávolságú eszközök (SRD) a 869,4-869,65 MHz sávban.	2006/771/EK; 2011/829/EUMSZ EN 300 220-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal.Egyedi engedélyezési kötelezettség alól mentesítve.Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
869000000	870000000	nmhh	H78C		Riasztók (SRD) a 869,65-869,7 MHz sávban.	2006/771/EK; 2011/829/EU ERC/REC 70-03 7. mellékleteMSZ EN 300 220-2	
869000000	870000000	nmhh	H38		Általános alkalmazású (távmérő, távirányító, riasztó,adatátviteli és hasonló célú) kis hatótávolságú eszközök (SRD) a 869,7-870 MHz sávban.	2006/771/EK; 2011/829/EUMSZ EN 300 220-2	
870000000	876000000	empty
876000000	880000000	nmhh	FÖLDI MOZGÓ				
876000000	880000000	nmhh	H117	K	Páneurópai vasúti digitális nyalábolt rádiórendszer (GSM-R) a 876-880/921-925 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációs dokumentum ECC/DEC/(02)05; ECC/DEC/(02)09 ECC/DEC/(02)10 ECC/REC/(05)08MSZ EN 301 502;MSZ EN 301 511	A sáv csak a vasúti közlekedésről szóló törvényben meghatározottvasúti szervezetek hírközlésére használható. A GSM-R rendszer működtetésére és a szolgáltatás nyújtására aKormány által kijelölt vállalkozás jogosult. A végfelhasználói állomás egyedi engedélyezési kötelezettség alólmentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
876000000	880000000	nmhh	H117		Páneurópai vasúti digitális nyalábolt rádiórendszerek (GSM-R) közvetlen üzemmódú (DMO) felhasználásai a 876,0125 MHz, 876,0250 MHz, 876,0375 MHz, 876,0500 MHz és a 876,0625 MHz frekvenciákon.		A GSM-R és a 880-915/925-960 MHz sávban működő hálózatok üzemeltetőit kölcsönös egyeztetési kötelezettség terheli állomásaik telepítése előtt, összhangban a vonatkozó ECC 162. Jelentéssel. Amennyiben valamelyik hálózat üzemeltetője csak később válik ismertté, az egyeztetést utólag el kell végezni, és az állomások jellemzőit a megkötött megállapodásnak megfelelően módosítani kell. A zavarás csökkentése, illetve elkerülése érdekében mindkét félnek kölcsönösen meg kell tennie a szükséges lépéseket.
880000000	915000000	nmhh	MOZGÓ, a légi mozgó kivételével				
880000000	915000000	nmhh	H119	K	GSM-rendszer a 880-915/925-960 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációsdokumentum2009/766/EK; 2011/251/EU ERC/DEC/(95)01; ECC/DEC/(12)01ECC/REC/(05)08; ECC/REC/(08)02MSZ EN 301 502; MSZ EN 301 511	2. melléklet I. fejezet 9. pont2. melléklet I. fejezet 12. pontA sáv csak szolgáltatás céljára használható.A frekvenciaelosztás módja: versenyeztetési eljárás.A végfelhasználói állomás egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.A frekvenciahasználati jogosultság, jog másodlagos kereskedelmemegengedett (7. melléklet).A sáv átrendezhető (2. melléklet I. fejezet 10. pont).Csatornaszélek közötti elválasztás feltételeit a 2. melléklet I. fejezet
880000000	915000000	nmhh	H119		UMTS-rendszer a 880-915/925-960 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációs dokumentum2009/766/EK; 2011/251/EU ECC/DEC/(12)01; ECC/REC/(08)02MSZ EN 301 908-1; MSZ EN 301 908-2MSZ EN 301 908-3; MSZ EN 301 908-11	11. pont tartalmazza. A sávban működő hálózatok és a GSM-R üzemeltetőit kölcsönös egyeztetési kötelezettség terheli állomásaik telepítése előtt, összhangban a vonatkozó ECC 162. Jelentéssel. Amennyiben valamelyik hálózat üzemeltetője csak később válik ismertté, az egyeztetést utólag el kell végezni, és az állomások jellemzőit a megkötött megállapodásnak megfelelően módosítani kell.A zavarás csökkentése, illetve elkerülése érdekében mindkét félnek kölcsönösen meg kell tennie a szükséges lépéseket.
880000000	915000000	nmhh	H119		LTE-rendszer a 880-915/925-960 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációs dokumentum2009/766/EK; 2011/251/EU ECC/DEC/(12)01; ECC/REC/(08)02MSZ EN 301 908-1; MSZ EN 301 908-13MSZ EN 301 908-14; MSZ EN 301 908-15	
880000000	915000000	nmhh	H119		WiMAX-rendszer a 880-915/925-960 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációsdokumentum2009/766/EK; 2011/251/EU ECC/DEC/(12)01; ECC/REC/(08)02MSZ EN 301 908-1; MSZ EN 301 908-21MSZ EN 301 908-22	
880000000	915000000	nmhh					
915000000	921000000	empty
921000000	925000000	nmhh	FÖLDI MOZGÓ				
